ID,Context,FixFreq,BlockFreq
6496,( MethodInvocation|Assignment|VariableDeclarationStatement|None|MethodInvocation ),8,31
6497,( VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|IfStatement|ThrowStatement ),1,1
6498,( IfStatement|VariableDeclarationStatement|ThrowStatement|VariableDeclarationStatement|None ),2,7
6499,( None|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement|ThrowStatement ),0,7
6500,( Assignment|IfStatement|VariableDeclarationStatement|Assignment|IfStatement ),4,4
6501,( IfStatement|Assignment|Assignment|None|VariableDeclarationStatement ),0,4
6502,( Assignment|IfStatement|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement ),3,16
6503,( MethodInvocation|Assignment|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement ),0,5
6504,( VariableDeclarationStatement|MethodInvocation|VariableDeclarationStatement|Assignment|WhileStatement ),0,4
6505,( VariableDeclarationStatement|VariableDeclarationStatement|WhileStatement|MethodInvocation|None ),1,5
6506,( Assignment|None|SwitchStatement|None|VariableDeclarationStatement ),1,1
6507,( None|None|Assignment|None|SwitchStatement ),0,1
6508,( SwitchStatement|Assignment|VariableDeclarationStatement|None|VariableDeclarationStatement ),0,1
6509,( None|Assignment|SwitchStatement|None|VariableDeclarationStatement ),0,1
6510,( VariableDeclarationStatement|SwitchStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement ),0,1
6511,( None|SwitchStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement ),0,1
6512,( VariableDeclarationStatement|VariableDeclarationStatement|VariableDeclarationStatement|SwitchStatement|ForStatement ),0,1
6513,( None|VariableDeclarationStatement|VariableDeclarationStatement|SwitchStatement|VariableDeclarationStatement ),0,3
6514,( Assignment|IfStatement|VariableDeclarationStatement|Assignment|WhileStatement ),0,1
6515,( VariableDeclarationStatement|Assignment|WhileStatement|IfStatement|MethodInvocation ),0,1
6516,( None|Assignment|VariableDeclarationStatement|IfStatement|WhileStatement ),2,9
6517,( WhileStatement|VariableDeclarationStatement|MethodInvocation|Assignment|None ),0,2
6518,( MethodInvocation|IfStatement|PostfixExpression|None|None ),2,5
6519,( VariableDeclarationStatement|IfStatement|MethodInvocation|None|Assignment ),3,3
6520,( Assignment|TryStatement|VariableDeclarationStatement|VariableDeclarationStatement|WhileStatement ),2,1
6521,( VariableDeclarationStatement|VariableDeclarationStatement|ForStatement|TryStatement|MethodInvocation ),0,1
6522,( WhileStatement|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement|MethodInvocation ),1,17
6523,( TryStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement|VariableDeclarationStatement ),0,1
6524,( None|TryStatement|Assignment|VariableDeclarationStatement|VariableDeclarationStatement ),0,1
6525,( VariableDeclarationStatement|Assignment|WhileStatement|TryStatement|None ),0,1
6526,( None|Assignment|VariableDeclarationStatement|TryStatement|WhileStatement ),0,1
6527,( VariableDeclarationStatement|Assignment|MethodInvocation|VariableDeclarationStatement|TryStatement ),0,2
6528,( MethodInvocation|VariableDeclarationStatement|TryStatement|Assignment|VariableDeclarationStatement ),0,1
6529,( None|VariableDeclarationStatement|MethodInvocation|Assignment|TryStatement ),2,8
6530,( IfStatement|VariableDeclarationStatement|MethodInvocation|IfStatement|None ),56,116
6531,( Assignment|MethodInvocation|Assignment|IfStatement|MethodInvocation ),0,2
6532,( MethodInvocation|Assignment|IfStatement|Assignment|IfStatement ),2,19
6533,( TryStatement|VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|IfStatement ),1,16
6534,( ForStatement|VariableDeclarationStatement|Assignment|None|IfStatement ),2,3
6535,( MethodInvocation|MethodInvocation|Assignment|None|MethodInvocation ),1,11
6536,( MethodInvocation|TryStatement|MethodInvocation|VariableDeclarationStatement|None ),2,10
6537,( MethodInvocation|Assignment|VariableDeclarationStatement|None|VariableDeclarationStatement ),7,13
6538,( VariableDeclarationStatement|MethodInvocation|Assignment|MethodInvocation|MethodInvocation ),17,58
6539,( VariableDeclarationStatement|VariableDeclarationStatement|TryStatement|IfStatement|IfStatement ),4,10
6540,( SynchronizedStatement|VariableDeclarationStatement|IfStatement|None|None ),4,19
6541,( IfStatement|SynchronizedStatement|None|VariableDeclarationStatement|None ),9,24
6542,( None|SynchronizedStatement|IfStatement|VariableDeclarationStatement|None ),4,24
6543,( VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|MethodInvocation|ThrowStatement ),0,2
6544,( VariableDeclarationStatement|None|WhileStatement|None|PostfixExpression ),2,2
6545,( IfStatement|IfStatement|TryStatement|PostfixExpression|None ),1,1
6546,( VariableDeclarationStatement|SynchronizedStatement|WhileStatement|IfStatement|SynchronizedStatement ),2,2
6547,( WhileStatement|VariableDeclarationStatement|PostfixExpression|None|None ),0,2
6548,( None|VariableDeclarationStatement|WhileStatement|None|PostfixExpression ),0,2
6549,( PostfixExpression|WhileStatement|None|VariableDeclarationStatement|None ),0,2
6550,( None|WhileStatement|PostfixExpression|VariableDeclarationStatement|None ),0,2
6551,( None|PostfixExpression|None|WhileStatement|None ),0,5
6552,( VariableDeclarationStatement|IfStatement|VariableDeclarationStatement|IfStatement|TryStatement ),4,11
6553,( PostfixExpression|None|IfStatement|None|IfStatement ),0,2
6554,( IfStatement|PostfixExpression|IfStatement|None|TryStatement ),0,1
6555,( None|PostfixExpression|IfStatement|None|IfStatement ),0,2
6556,( None|IfStatement|IfStatement|PostfixExpression|TryStatement ),0,1
6557,( TryStatement|IfStatement|None|IfStatement|None ),14,52
6558,( None|IfStatement|TryStatement|IfStatement|None ),2,52
6559,( IfStatement|None|SynchronizedStatement|None|VariableDeclarationStatement ),0,2
6560,( None|None|IfStatement|None|SynchronizedStatement ),0,17
6561,( SynchronizedStatement|IfStatement|VariableDeclarationStatement|None|WhileStatement ),0,2
6562,( None|IfStatement|SynchronizedStatement|None|VariableDeclarationStatement ),0,2
6563,( None|SynchronizedStatement|VariableDeclarationStatement|IfStatement|WhileStatement ),1,2
6564,( WhileStatement|VariableDeclarationStatement|SynchronizedStatement|SynchronizedStatement|ReturnStatement ),0,2
6565,( None|VariableDeclarationStatement|WhileStatement|SynchronizedStatement|SynchronizedStatement ),0,2
6566,( SynchronizedStatement|WhileStatement|ReturnStatement|VariableDeclarationStatement|None ),0,2
6567,( None|WhileStatement|SynchronizedStatement|VariableDeclarationStatement|ReturnStatement ),0,2
6568,( ReturnStatement|SynchronizedStatement|None|WhileStatement|None ),0,3
6569,( None|SynchronizedStatement|ReturnStatement|WhileStatement|None ),0,3
6570,( IfStatement|IfStatement|IfStatement|TryStatement|IfStatement ),0,5
6571,( VariableDeclarationStatement|VariableDeclarationStatement|VariableDeclarationStatement|None|DoStatement ),4,6
6572,( Assignment|MethodInvocation|Assignment|Assignment|IfStatement ),2,6
6573,( IfStatement|IfStatement|VariableDeclarationStatement|MethodInvocation|TryStatement ),1,5
6574,( VariableDeclarationStatement|IfStatement|TryStatement|IfStatement|IfStatement ),4,16
6575,( TryStatement|VariableDeclarationStatement|IfStatement|IfStatement|MethodInvocation ),2,7
6576,( IfStatement|TryStatement|MethodInvocation|VariableDeclarationStatement|IfStatement ),0,4
6577,( MethodInvocation|IfStatement|IfStatement|TryStatement|ReturnStatement ),0,2
6578,( None|Assignment|SuperMethodInvocation|ForStatement|VariableDeclarationStatement ),1,1
6579,( None|Assignment|ForStatement|ForStatement|MethodInvocation ),1,1
6580,( Assignment|SuperMethodInvocation|Assignment|None|VariableDeclarationStatement ),0,1
6581,( Assignment|Assignment|VariableDeclarationStatement|SuperMethodInvocation|MethodInvocation ),0,1
6582,( None|Assignment|Assignment|SuperMethodInvocation|VariableDeclarationStatement ),0,2
6583,( MethodInvocation|VariableDeclarationStatement|Assignment|Assignment|ForStatement ),0,1
6584,( Assignment|MethodInvocation|ForStatement|VariableDeclarationStatement|Assignment ),0,1
6585,( ForStatement|Assignment|Assignment|MethodInvocation|ForStatement ),0,1
6586,( Assignment|ForStatement|ForStatement|Assignment|MethodInvocation ),0,1
6587,( ForStatement|Assignment|MethodInvocation|ForStatement|IfStatement ),0,1
6588,( MethodInvocation|ForStatement|IfStatement|Assignment|IfStatement ),0,1
6589,( None|ForStatement|MethodInvocation|Assignment|IfStatement ),1,3
6590,( IfStatement|MethodInvocation|IfStatement|ForStatement|None ),0,3
6591,( IfStatement|Assignment|Assignment|IfStatement|ForStatement ),0,1
6592,( Assignment|IfStatement|ForStatement|Assignment|Assignment ),0,1
6593,( None|IfStatement|Assignment|Assignment|ForStatement ),0,2
6594,( ForStatement|Assignment|Assignment|IfStatement|SuperMethodInvocation ),0,1
6595,( Assignment|ForStatement|SuperMethodInvocation|Assignment|VariableDeclarationStatement ),0,1
6596,( None|ForStatement|Assignment|Assignment|SuperMethodInvocation ),0,1
6597,( SuperMethodInvocation|Assignment|VariableDeclarationStatement|ForStatement|VariableDeclarationStatement ),0,1
6598,( VariableDeclarationStatement|SuperMethodInvocation|VariableDeclarationStatement|Assignment|VariableDeclarationStatement ),0,1
6599,( None|SuperMethodInvocation|VariableDeclarationStatement|Assignment|VariableDeclarationStatement ),1,2
6600,( IfStatement|IfStatement|Assignment|Assignment|ReturnStatement ),0,1
6601,( None|Assignment|ForStatement|Assignment|IfStatement ),2,5
6602,( IfStatement|Assignment|Assignment|IfStatement|Assignment ),0,25
6603,( VariableDeclarationStatement|VariableDeclarationStatement|TryStatement|Assignment|None ),0,2
6604,( Assignment|Assignment|ForStatement|VariableDeclarationStatement|IfStatement ),0,2
6605,( ForStatement|Assignment|IfStatement|Assignment|None ),0,2
6606,( VariableDeclarationStatement|MethodInvocation|VariableDeclarationStatement|MethodInvocation|WhileStatement ),2,13
6607,( VariableDeclarationStatement|MethodInvocation|ForStatement|ForStatement|MethodInvocation ),1,3
6608,( IfStatement|VariableDeclarationStatement|ForStatement|VariableDeclarationStatement|Assignment ),0,3
6609,( ForStatement|IfStatement|Assignment|VariableDeclarationStatement|VariableDeclarationStatement ),0,2
6610,( Assignment|ForStatement|VariableDeclarationStatement|IfStatement|IfStatement ),0,2
6611,( None|ForStatement|Assignment|IfStatement|VariableDeclarationStatement ),0,2
6612,( VariableDeclarationStatement|Assignment|IfStatement|ForStatement|VariableDeclarationStatement ),0,4
6613,( None|Assignment|VariableDeclarationStatement|ForStatement|IfStatement ),0,4
6614,( IfStatement|VariableDeclarationStatement|VariableDeclarationStatement|Assignment|Assignment ),1,14
6615,( VariableDeclarationStatement|Assignment|MethodInvocation|VariableDeclarationStatement|MethodInvocation ),18,31
6616,( MethodInvocation|MethodInvocation|IfStatement|MethodInvocation|VariableDeclarationStatement ),13,60
6617,( VariableDeclarationStatement|VariableDeclarationStatement|WhileStatement|IfStatement|VariableDeclarationStatement ),7,22
6618,( ForStatement|VariableDeclarationStatement|ForStatement|VariableDeclarationStatement|MethodInvocation ),4,7
6619,( ForStatement|ForStatement|MethodInvocation|VariableDeclarationStatement|Assignment ),0,3
6620,( None|ForStatement|ForStatement|VariableDeclarationStatement|MethodInvocation ),2,9
6621,( MethodInvocation|ForStatement|Assignment|ForStatement|MethodInvocation ),0,2
6622,( Assignment|MethodInvocation|MethodInvocation|ForStatement|VariableDeclarationStatement ),0,2
6623,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|Assignment|VariableDeclarationStatement ),1,8
6624,( MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|ForStatement ),2,11
6625,( VariableDeclarationStatement|MethodInvocation|ForStatement|VariableDeclarationStatement|MethodInvocation ),2,11
6626,( ForStatement|VariableDeclarationStatement|MethodInvocation|MethodInvocation|VariableDeclarationStatement ),2,10
6627,( MethodInvocation|ForStatement|VariableDeclarationStatement|VariableDeclarationStatement|ForStatement ),0,9
6628,( MethodInvocation|MethodInvocation|VariableDeclarationStatement|ForStatement|VariableDeclarationStatement ),1,4
6629,( Assignment|IfStatement|Assignment|TryStatement|Assignment ),4,3
6630,( TryStatement|None|IfStatement|None|Assignment ),0,4
6631,( None|None|TryStatement|None|IfStatement ),8,23
6632,( IfStatement|TryStatement|Assignment|None|Assignment ),2,3
6633,( None|TryStatement|IfStatement|None|Assignment ),0,4
6634,( None|IfStatement|Assignment|TryStatement|Assignment ),0,6
6635,( WhileStatement|IfStatement|None|VariableDeclarationStatement|None ),2,4
6636,( IfStatement|VariableDeclarationStatement|WhileStatement|None|None ),2,1
6637,( IfStatement|VariableDeclarationStatement|Assignment|ForStatement|VariableDeclarationStatement ),0,1
6638,( VariableDeclarationStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement|ReturnStatement ),1,10
6639,( None|IfStatement|WhileStatement|VariableDeclarationStatement|None ),0,4
6640,( None|WhileStatement|None|IfStatement|None ),0,19
6641,( TryStatement|SynchronizedStatement|None|None|None ),2,3
6642,( VariableDeclarationStatement|Assignment|VariableDeclarationStatement|IfStatement|WhileStatement ),0,3
6643,( SynchronizedStatement|None|TryStatement|None|None ),0,3
6644,( None|None|SynchronizedStatement|None|TryStatement ),1,6
6645,( None|SynchronizedStatement|TryStatement|None|None ),1,3
6646,( None|TryStatement|None|SynchronizedStatement|None ),2,6
6647,( VariableDeclarationStatement|TryStatement|VariableDeclarationStatement|VariableDeclarationStatement|WhileStatement ),7,9
6648,( VariableDeclarationStatement|VariableDeclarationStatement|WhileStatement|TryStatement|Assignment ),1,2
6649,( TryStatement|VariableDeclarationStatement|VariableDeclarationStatement|None|VariableDeclarationStatement ),0,7
6650,( None|VariableDeclarationStatement|VariableDeclarationStatement|TryStatement|WhileStatement ),0,9
6651,( Assignment|VariableDeclarationStatement|TryStatement|Assignment|None ),2,2
6652,( TryStatement|Assignment|None|VariableDeclarationStatement|None ),2,27
6653,( Assignment|Assignment|Assignment|None|ReturnStatement ),1,2
6654,( VariableDeclarationStatement|Assignment|Assignment|Assignment|TryStatement ),1,2
6655,( None|VariableDeclarationStatement|Assignment|Assignment|TryStatement ),1,2
6656,( None|Assignment|TryStatement|VariableDeclarationStatement|None ),25,27
6657,( IfStatement|None|IfStatement|None|TryStatement ),4,13
6658,( TryStatement|None|BreakStatement|None|None ),3,3
6659,( IfStatement|IfStatement|TryStatement|None|None ),4,9
6660,( None|IfStatement|IfStatement|None|TryStatement ),3,13
6661,( None|None|TryStatement|None|BreakStatement ),1,3
6662,( BreakStatement|TryStatement|None|None|None ),0,2
6663,( None|TryStatement|BreakStatement|None|None ),0,2
6664,( None|BreakStatement|None|TryStatement|None ),0,4
6665,( Assignment|Assignment|MethodInvocation|None|ThrowStatement ),0,1
6666,( MethodInvocation|Assignment|ThrowStatement|Assignment|None ),1,2
6667,( None|Assignment|MethodInvocation|Assignment|ThrowStatement ),0,2
6668,( ThrowStatement|MethodInvocation|None|Assignment|None ),2,7
6669,( None|MethodInvocation|ThrowStatement|Assignment|None ),0,7
6670,( MethodInvocation|MethodInvocation|MethodInvocation|Assignment|None ),34,113
6671,( VariableDeclarationStatement|MethodInvocation|Assignment|IfStatement|VariableDeclarationStatement ),34,39
6672,( VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|Assignment|IfStatement ),2,7
6673,( VariableDeclarationStatement|MethodInvocation|IfStatement|None|Assignment ),11,21
6674,( IfStatement|VariableDeclarationStatement|Assignment|MethodInvocation|MethodInvocation ),0,42
6675,( VariableDeclarationStatement|MethodInvocation|IfStatement|Assignment|IfStatement ),1,9
6676,( IfStatement|VariableDeclarationStatement|IfStatement|MethodInvocation|Assignment ),0,6
6677,( IfStatement|MethodInvocation|Assignment|None|Assignment ),3,11
6678,( Assignment|IfStatement|Assignment|MethodInvocation|IfStatement ),2,8
6679,( Assignment|Assignment|IfStatement|IfStatement|ForStatement ),0,3
6680,( ForStatement|IfStatement|Assignment|Assignment|MethodInvocation ),0,4
6681,( MethodInvocation|Assignment|MethodInvocation|ForStatement|MethodInvocation ),0,7
